# ACTS Test Suite Generation: Tue Jan 25 16:13:54 EST 2022
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 41
# Number of configurations: 676
age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
5,Without-pay,5th-6th,2,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,2,5,1,Cuba
6,State-gov,10th,5,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,1,6,2,Cuba
7,Self-emp-not-inc,Preschool,1,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,4,7,4,Cuba
0,Self-emp-inc,12th,2,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,1,2,7,Cuba
1,Without-pay,1st-4th,0,Married-spouse-absent,Other-service,Wife,Black,Male,2,3,3,Cuba
3,Local-gov,Bachelors,1,Separated,Sales,Wife,Asian-Pac-Islander,Male,1,4,2,Jamaica
4,Self-emp-inc,HS-grad,4,Married-AF-spouse,Transport-moving,Other-relative,Other,Female,2,5,3,Jamaica
5,Private,11th,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,3,6,4,Jamaica
6,Federal-gov,Masters,0,Never-married,Machine-op-inspct,Unmarried,Black,Female,1,7,5,Jamaica
7,State-gov,9th,2,Married-civ-spouse,Tech-support,Wife,Other,Female,4,1,6,Jamaica
0,State-gov,Some-college,3,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,4,3,0,Jamaica
1,Without-pay,Assoc-acdm,5,Divorced,Protective-serv,Unmarried,Other,Male,3,4,1,Jamaica
2,Self-emp-not-inc,7th-8th,6,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,2,5,7,Jamaica
3,Local-gov,Doctorate,2,Separated,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,3,6,5,Jamaica
4,Federal-gov,Assoc-voc,6,Divorced,Adm-clerical,Wife,Black,Male,4,2,2,Jamaica
5,Local-gov,Prof-school,4,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,2,7,3,Jamaica
6,Self-emp-not-inc,5th-6th,4,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,4,1,3,Jamaica
7,Private,10th,6,Separated,Prof-specialty,Unmarried,Other,Male,2,3,5,Jamaica
0,Federal-gov,Preschool,2,Married-AF-spouse,Other-service,Husband,Black,Female,2,4,6,Jamaica
1,State-gov,12th,6,Widowed,Sales,Other-relative,Black,Female,3,5,4,Jamaica
2,Self-emp-inc,1st-4th,1,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Female,3,6,0,Jamaica
4,State-gov,Bachelors,3,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,4,7,1,India
5,Local-gov,HS-grad,5,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,2,1,7,India
6,Without-pay,11th,1,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Male,3,2,0,India
7,Self-emp-not-inc,Masters,0,Divorced,Craft-repair,Other-relative,Black,Female,1,5,2,India
0,Federal-gov,9th,1,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,3,6,3,India
1,Self-emp-inc,Some-college,2,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,1,7,6,India
2,Federal-gov,Assoc-acdm,4,Married-civ-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,4,3,4,India
3,Self-emp-not-inc,7th-8th,5,Married-AF-spouse,Adm-clerical,Wife,Other,Male,4,4,5,India
4,Private,Doctorate,1,Married-spouse-absent,Exec-managerial,Husband,Other,Male,3,1,7,India
5,Without-pay,Assoc-voc,3,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,1,2,0,India
6,State-gov,Prof-school,5,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,1,3,1,India
7,Self-emp-inc,5th-6th,3,Never-married,Other-service,Other-relative,Black,Female,3,4,2,India
0,Federal-gov,10th,0,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Female,4,1,1,India
1,Local-gov,Preschool,0,Married-spouse-absent,Transport-moving,Own-child,Other,Female,1,2,5,India
2,State-gov,12th,4,Separated,Farming-fishing,Own-child,Asian-Pac-Islander,Male,1,4,3,India
3,Private,1st-4th,5,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,4,5,6,India
5,Self-emp-inc,Bachelors,0,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Female,2,3,7,Mexico
6,Without-pay,HS-grad,2,Married-spouse-absent,Craft-repair,Other-relative,Black,Male,4,4,4,Mexico
7,Local-gov,11th,4,Married-AF-spouse,Protective-serv,Not-in-family,Other,Male,2,7,2,Mexico
0,Without-pay,Masters,3,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Male,3,6,6,Mexico
1,Private,9th,6,Never-married,Priv-house-serv,Own-child,Black,Male,1,2,1,Mexico
2,Self-emp-not-inc,Some-college,1,Divorced,Adm-clerical,Unmarried,Other,Male,3,1,5,Mexico
3,Federal-gov,Assoc-acdm,6,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,4,5,0,Mexico
4,State-gov,7th-8th,0,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Male,2,6,3,Mexico
5,Self-emp-not-inc,Doctorate,4,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,3,7,0,Mexico
6,Self-emp-inc,Assoc-voc,5,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,2,1,1,Mexico
7,Without-pay,Prof-school,4,Divorced,Sales,Husband,Other,Male,2,2,3,Mexico
0,Private,5th-6th,5,Divorced,Transport-moving,Wife,Other,Female,1,3,4,Mexico
1,Without-pay,10th,2,Married-AF-spouse,Farming-fishing,Wife,Black,Male,3,2,7,Mexico
2,Without-pay,Preschool,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,3,3,2,Mexico
3,Self-emp-not-inc,12th,3,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander,Male,4,6,1,Mexico
4,Federal-gov,1st-4th,6,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,1,7,7,Mexico
6,Private,Bachelors,2,Widowed,Protective-serv,Own-child,Black,Female,4,5,5,Puerto-Rico
7,Federal-gov,HS-grad,3,Married-AF-spouse,Armed-Forces,Husband,Other,Male,1,6,0,Puerto-Rico
0,Self-emp-inc,11th,5,Never-married,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,2,1,2,Puerto-Rico
1,Local-gov,Masters,0,Married-spouse-absent,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,3,3,3,Puerto-Rico
2,Without-pay,9th,3,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,2,4,4,Puerto-Rico
3,Federal-gov,Some-college,1,Married-civ-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,2,5,7,Puerto-Rico
4,Local-gov,Assoc-acdm,4,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,4,6,6,Puerto-Rico
5,Self-emp-not-inc,7th-8th,6,Divorced,Other-service,Husband,Other,Female,1,7,1,Puerto-Rico
6,State-gov,Doctorate,5,Never-married,Sales,Unmarried,Black,Female,2,2,4,Puerto-Rico
7,State-gov,Assoc-voc,2,Married-spouse-absent,Transport-moving,Wife,Asian-Pac-Islander,Female,3,7,5,Puerto-Rico
0,Self-emp-not-inc,Prof-school,1,Separated,Farming-fishing,Unmarried,Black,Male,4,1,5,Puerto-Rico
1,State-gov,5th-6th,6,Married-AF-spouse,Machine-op-inspct,Other-relative,Other,Female,4,2,0,Puerto-Rico
2,Local-gov,10th,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,1,4,4,Puerto-Rico
3,Self-emp-inc,Preschool,4,Never-married,Craft-repair,Wife,Black,Female,2,6,1,Puerto-Rico
4,Private,12th,0,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,2,1,0,Puerto-Rico
5,State-gov,1st-4th,1,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,4,2,Puerto-Rico
7,Self-emp-not-inc,Bachelors,6,Married-spouse-absent,Priv-house-serv,Unmarried,Other,Female,3,5,3,Honduras
0,Self-emp-inc,HS-grad,0,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Male,1,7,6,Honduras
1,State-gov,11th,2,Widowed,Exec-managerial,Other-relative,Black,Male,4,3,5,Honduras
2,Private,Masters,5,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,2,4,1,Honduras
3,Without-pay,9th,0,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,3,7,2,Honduras
4,Local-gov,Some-college,5,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,4,2,4,Honduras
5,Self-emp-inc,Assoc-acdm,3,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Male,1,6,7,Honduras
6,Federal-gov,7th-8th,4,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,3,1,6,Honduras
7,Self-emp-inc,Doctorate,1,Widowed,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,4,3,6,Honduras
0,Self-emp-not-inc,Assoc-voc,3,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,1,5,4,Honduras
1,Federal-gov,Prof-school,3,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Female,3,5,5,Honduras
2,Local-gov,5th-6th,1,Married-spouse-absent,Craft-repair,Unmarried,Asian-Pac-Islander,Female,3,7,6,Honduras
3,Self-emp-inc,10th,4,Widowed,Protective-serv,Husband,Other,Male,2,1,0,Honduras
4,Local-gov,Preschool,6,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Male,1,1,3,Honduras
6,Without-pay,12th,1,Married-AF-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,3,7,7,Honduras
7,State-gov,1st-4th,4,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,2,2,4,Honduras
0,Federal-gov,Bachelors,4,Never-married,Handlers-cleaners,Not-in-family,Black,Female,3,3,6,England
1,Self-emp-not-inc,HS-grad,6,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,1,4,1,England
2,Private,11th,0,Divorced,Other-service,Own-child,Other,Female,2,5,7,England
3,Self-emp-inc,Masters,2,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Female,4,2,0,England
4,Self-emp-not-inc,9th,3,Married-spouse-absent,Transport-moving,Husband,Black,Male,4,6,2,England
5,Private,Some-college,5,Separated,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,2,4,3,England
6,Local-gov,Assoc-acdm,1,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,2,1,5,England
7,Without-pay,7th-8th,6,Never-married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,3,3,4,England
5,Private,Doctorate,0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,1,5,5,England
1,State-gov,Assoc-voc,0,Separated,Protective-serv,Unmarried,Black,Male,1,6,6,England
2,Self-emp-inc,Prof-school,2,Married-AF-spouse,Armed-Forces,Own-child,Black,Female,4,7,2,England
3,Federal-gov,5th-6th,3,Widowed,Priv-house-serv,Wife,Asian-Pac-Islander,Male,3,6,7,England
4,Self-emp-not-inc,10th,5,Married-civ-spouse,Adm-clerical,Other-relative,Black,Female,2,5,0,England
5,Self-emp-inc,Preschool,5,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,1,2,6,England
1,Local-gov,12th,4,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,3,3,5,England
6,Self-emp-not-inc,1st-4th,2,Divorced,Prof-specialty,Other-relative,Black,Male,1,5,5,England
0,Private,Bachelors,5,Divorced,Other-service,Not-in-family,Black,Female,3,6,0,Canada
2,Without-pay,HS-grad,2,Separated,Sales,Husband,Asian-Pac-Islander,Male,1,7,1,Canada
3,State-gov,11th,6,Married-AF-spouse,Transport-moving,Wife,Other,Female,1,4,1,Canada
4,Federal-gov,Masters,1,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,2,1,2,Canada
5,Local-gov,9th,4,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,4,3,3,Canada
6,Self-emp-inc,Some-college,0,Married-spouse-absent,Tech-support,Husband,Black,Female,0,0,4,Canada
7,Self-emp-not-inc,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,4,2,7,Canada
1,Private,7th-8th,3,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,1,3,6,Canada
0,Without-pay,Doctorate,5,Separated,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,3,4,1,Canada
0,Local-gov,Assoc-voc,1,Married-AF-spouse,Priv-house-serv,Own-child,Black,Male,2,5,5,Canada
7,Private,Prof-school,3,Widowed,Adm-clerical,Other-relative,Other,Female,3,6,7,Canada
0,Local-gov,5th-6th,0,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,1,4,7,Canada
1,Self-emp-inc,10th,2,Married-spouse-absent,Handlers-cleaners,Wife,Other,Male,4,7,3,Canada
2,State-gov,Preschool,1,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,3,5,0,Canada
5,Federal-gov,12th,3,Married-civ-spouse,Other-service,Unmarried,Other,Female,4,2,2,Canada
5,Private,1st-4th,3,Divorced,Sales,Own-child,Other,Male,3,1,4,Canada
6,Federal-gov,Bachelors,6,Divorced,Transport-moving,Not-in-family,Black,Female,3,2,3,Germany
3,Local-gov,HS-grad,0,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Male,1,3,4,Germany
4,Without-pay,11th,2,Separated,Machine-op-inspct,Husband,Other,Male,2,4,2,Germany
7,State-gov,Masters,4,Married-AF-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,4,0,6,Germany
2,Private,9th,5,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Male,2,1,7,Germany
5,Self-emp-inc,Some-college,1,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,4,6,0,Germany
6,Self-emp-not-inc,Assoc-acdm,3,Married-spouse-absent,Armed-Forces,Other-relative,Black,Male,2,7,1,Germany
0,Local-gov,7th-8th,1,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,3,2,5,Germany
1,Private,Doctorate,6,Married-AF-spouse,Adm-clerical,Wife,Black,Female,4,5,3,Germany
4,Without-pay,Assoc-voc,1,Married-AF-spouse,Exec-managerial,Unmarried,Black,Female,4,4,0,Germany
7,Private,Prof-school,6,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,6,Germany
5,Private,5th-6th,0,Separated,Prof-specialty,Not-in-family,Black,Male,4,2,6,Germany
6,State-gov,10th,5,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,4,6,0,Germany
5,Without-pay,Preschool,2,Married-AF-spouse,Sales,Unmarried,Black,Female,3,2,4,Germany
6,Self-emp-not-inc,12th,4,Never-married,Transport-moving,Own-child,Black,Male,3,3,6,Germany
1,Self-emp-inc,1st-4th,6,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,3,4,2,Germany
2,Without-pay,Bachelors,0,Widowed,Machine-op-inspct,Not-in-family,Black,Female,3,0,2,Iran
4,Federal-gov,HS-grad,2,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,1,1,4,Iran
7,Local-gov,11th,4,Never-married,Craft-repair,Own-child,Other,Male,2,2,7,Iran
3,State-gov,Masters,5,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,4,3,0,Iran
5,Private,9th,6,Married-spouse-absent,Armed-Forces,Other-relative,Other,Male,3,4,1,Iran
6,Self-emp-inc,Some-college,3,Separated,Priv-house-serv,Husband,Other,Male,2,6,2,Iran
0,Self-emp-not-inc,Assoc-acdm,1,Married-AF-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,1,7,3,Iran
1,Local-gov,7th-8th,5,Never-married,Exec-managerial,Not-in-family,Black,Male,4,5,5,Iran
7,Self-emp-inc,Doctorate,6,Married-AF-spouse,Handlers-cleaners,Wife,Black,Male,0,0,6,Iran
4,Private,Assoc-voc,3,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,2,2,7,Iran
6,Self-emp-not-inc,Prof-school,0,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,4,2,5,Iran
7,State-gov,5th-6th,1,Divorced,Sales,Husband,Asian-Pac-Islander,Female,1,1,6,Iran
0,Local-gov,10th,5,Separated,Transport-moving,Own-child,Black,Male,3,0,1,Iran
0,Without-pay,Preschool,1,Married-AF-spouse,Farming-fishing,Husband,Black,Male,2,6,4,Iran
5,Without-pay,12th,3,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,4,2,4,Iran
1,Self-emp-not-inc,1st-4th,0,Widowed,Tech-support,Husband,Other,Female,2,5,2,Iran
2,Federal-gov,Bachelors,2,Divorced,Craft-repair,Not-in-family,Black,Female,1,0,4,Philippines
3,Without-pay,HS-grad,4,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Male,3,1,7,Philippines
4,State-gov,11th,5,Never-married,Armed-Forces,Own-child,Other,Female,4,2,0,Philippines
7,Private,Masters,6,Married-civ-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,2,3,1,Philippines
0,Local-gov,9th,0,Married-spouse-absent,Adm-clerical,Other-relative,Black,Male,1,4,2,Philippines
1,Self-emp-inc,Some-college,3,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,1,6,3,Philippines
5,Self-emp-not-inc,Assoc-acdm,1,Married-AF-spouse,Handlers-cleaners,Unmarried,Black,Male,4,7,5,Philippines
6,Federal-gov,7th-8th,6,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,3,5,6,Philippines
4,Without-pay,Doctorate,5,Married-civ-spouse,Other-service,Husband,Other,Female,0,0,4,Philippines
4,Private,Assoc-voc,2,Married-civ-spouse,Sales,Husband,Other,Female,2,6,5,Philippines
0,Self-emp-not-inc,Prof-school,0,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Male,1,6,2,Philippines
7,State-gov,5th-6th,3,Widowed,Farming-fishing,Husband,Asian-Pac-Islander,Male,3,4,0,Philippines
0,Local-gov,10th,0,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,1,1,2,Philippines
3,Federal-gov,Preschool,6,Never-married,Tech-support,Other-relative,Other,Female,4,4,3,Philippines
4,Self-emp-inc,12th,0,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,1,2,7,Philippines
1,Private,1st-4th,0,Divorced,Protective-serv,Husband,Black,Female,3,7,3,Philippines
7,Federal-gov,Bachelors,2,Widowed,Armed-Forces,Not-in-family,Black,Female,2,0,4,Poland
2,Without-pay,HS-grad,4,Divorced,Priv-house-serv,Wife,Asian-Pac-Islander,Male,3,1,7,Poland
3,State-gov,11th,5,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,1,2,0,Poland
4,Private,Masters,6,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,4,3,1,Poland
5,Local-gov,9th,0,Married-AF-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,1,4,2,Poland
6,Self-emp-inc,Some-college,3,Never-married,Prof-specialty,Husband,Other,Female,4,6,3,Poland
0,Self-emp-not-inc,Assoc-acdm,1,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,3,7,5,Poland
1,Local-gov,7th-8th,2,Widowed,Sales,Own-child,Black,Male,1,5,6,Poland
7,State-gov,Doctorate,2,Married-AF-spouse,Transport-moving,Husband,Other,Male,0,0,2,Poland
3,Federal-gov,Assoc-voc,2,Widowed,Farming-fishing,Own-child,Black,Female,4,6,1,Poland
2,Federal-gov,Prof-school,4,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3,3,1,Poland
6,State-gov,5th-6th,3,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,1,6,6,Poland
7,Self-emp-inc,10th,6,Widowed,Craft-repair,Other-relative,Black,Female,0,0,2,Poland
4,Self-emp-not-inc,Preschool,0,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Male,3,7,0,Poland
3,State-gov,12th,1,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,1,5,4,Poland
2,Self-emp-not-inc,1st-4th,1,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Female,1,1,1,Poland
2,Federal-gov,Bachelors,2,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,4,Columbia
3,Without-pay,HS-grad,4,Widowed,Exec-managerial,Wife,Asian-Pac-Islander,Male,3,1,7,Columbia
4,State-gov,11th,5,Never-married,Handlers-cleaners,Own-child,Other,Female,1,2,0,Columbia
7,Private,Masters,6,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,2,3,1,Columbia
0,Local-gov,9th,0,Married-spouse-absent,Other-service,Other-relative,Black,Female,4,4,2,Columbia
1,Self-emp-inc,Some-college,3,Separated,Sales,Husband,Amer-Indian-Eskimo,Male,3,6,3,Columbia
5,Self-emp-not-inc,Assoc-acdm,1,Married-AF-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,4,7,5,Columbia
6,Self-emp-not-inc,7th-8th,4,Separated,Farming-fishing,Wife,Asian-Pac-Islander,Female,3,5,6,Columbia
0,Private,Doctorate,2,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Male,3,5,4,Columbia
4,Self-emp-not-inc,Assoc-voc,5,Married-spouse-absent,Tech-support,Not-in-family,Black,Male,3,1,4,Columbia
0,Private,Prof-school,5,Married-spouse-absent,Craft-repair,Wife,Asian-Pac-Islander,Male,1,7,0,Columbia
2,State-gov,5th-6th,0,Divorced,Protective-serv,Own-child,Other,Male,1,6,4,Columbia
0,Self-emp-inc,10th,4,Married-civ-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,2,6,4,Columbia
5,State-gov,Preschool,5,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Male,1,3,2,Columbia
4,Local-gov,12th,5,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,2,4,1,Columbia
5,State-gov,1st-4th,4,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,1,5,2,Columbia
7,Federal-gov,Bachelors,2,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,0,4,Cambodia
2,Without-pay,HS-grad,4,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,3,1,7,Cambodia
3,State-gov,11th,5,Married-spouse-absent,Other-service,Own-child,Other,Male,1,2,0,Cambodia
4,Private,Masters,6,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,2,3,1,Cambodia
5,Local-gov,9th,0,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,4,4,2,Cambodia
6,Self-emp-inc,Some-college,3,Never-married,Farming-fishing,Husband,Black,Female,1,6,3,Cambodia
0,Self-emp-not-inc,Assoc-acdm,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,4,7,5,Cambodia
1,Without-pay,7th-8th,2,Married-AF-spouse,Tech-support,Husband,Black,Male,1,5,6,Cambodia
3,Private,Doctorate,5,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,3,0,2,Cambodia
0,Local-gov,Assoc-voc,2,Separated,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,1,5,1,Cambodia
6,Self-emp-inc,Prof-school,0,Separated,Armed-Forces,Husband,Asian-Pac-Islander,Male,2,4,7,Cambodia
3,Private,5th-6th,6,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,1,4,5,Cambodia
6,Self-emp-not-inc,10th,0,Widowed,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2,0,5,Cambodia
